,string,x,y
14340,"go down  thirty-two, then move ninety-six to the left",-96,-32
14341,"go down  nineteen, then move sixty-nine to the left",-69,-19
14342,"go down  eighty-nine, then move thirty-nine to the left",-39,-89
14343,"go down  sixty-seven, then move fifty-three to the left",-53,-67
14344,"go down  forty-nine, then move fifty-four to the left",-54,-49
14345,"go down  eleven, then move sixty-one to the left",-61,-11
14346,"go down  thirty-four, then move ninety to the left",-90,-34
14347,"go down  ninety-four, then move twenty-two to the left",-22,-94
14348,"go down  fifty, then move eleven to the left",-11,-50
14349,"go down  ninety-two, then move twenty-three to the left",-23,-92
14350,"go down  thirteen, then move twenty-seven to the left",-27,-13
14351,"go down  fifty, then move seventy-three to the left",-73,-50
14352,"go down  seventy-three, then move ninety-three to the left",-93,-73
14353,"go down  sixty-seven, then move fifty-one to the left",-51,-67
14354,"go down  thirty-nine, then move forty-three to the left",-43,-39
14355,"go down  forty-four, then move nine to the left",-9,-44
14356,"go down  seventy, then move fifty-five to the left",-55,-70
14357,"go down  thirteen, then move seventy-nine to the left",-79,-13
14358,"go down  sixty-five, then move forty-seven to the left",-47,-65
14359,"go down  fifty-five, then move five to the left",-5,-55
14360,"go down  ninety, then move six to the left",-6,-90
14361,"go down  fifty-one, then move sixty to the left",-60,-51
14362,"go down  nine, then move fifty to the left",-50,-9
14363,"go down  seventy-eight, then move one hundred to the left",-100,-78
14364,"go down  six, then move thirty-one to the left",-31,-6
14365,"go down  eighty-five, then move fifty-four to the left",-54,-85
14366,"go down  forty-six, then move forty-two to the left",-42,-46
14367,"go down  sixty-one, then move twenty-two to the left",-22,-61
14368,"go down  ten, then move sixty-seven to the left",-67,-10
14369,"go down  sixty, then move forty-four to the left",-44,-60
14370,"go down  twenty-four, then move seventy-two to the left",-72,-24
14371,"go down  seventy-six, then move sixty-four to the left",-64,-76
14372,"go down  seventeen, then move ninety-three to the left",-93,-17
14373,"go down  ninety, then move ninety-nine to the left",-99,-90
14374,"go down  ninety-four, then move eighty-five to the left",-85,-94
14375,"go down  thirty-three, then move ninety-seven to the left",-97,-33
14376,"go down  seventy, then move eighty-five to the left",-85,-70
14377,"go down  seventy-eight, then move seventy-six to the left",-76,-78
14378,"go down  five, then move thirty-three to the left",-33,-5
14379,"go down  thirty, then move fifty-two to the left",-52,-30
14380,"go down  fifty-nine, then move eighty-five to the left",-85,-59
14381,"go down  sixty-nine, then move seventeen to the left",-17,-69
14382,"go down  two, then move twenty-eight to the left",-28,-2
14383,"go down  seventy-six, then move twenty-six to the left",-26,-76
14384,"go down  twenty-three, then move ninety-seven to the left",-97,-23
14385,"go down  thirty-eight, then move forty-eight to the left",-48,-38
14386,"go down  eighty-seven, then move seventeen to the left",-17,-87
14387,"go down  sixty-three, then move thirty-six to the left",-36,-63
14388,"go down  sixty-five, then move seventy-three to the left",-73,-65
14389,"go down  forty-eight, then move twenty-two to the left",-22,-48
14390,"go down  six, then move ninety-six to the left",-96,-6
14391,"go down  ten, then move twenty to the left",-20,-10
14392,"go down  eighty-five, then move eighteen to the left",-18,-85
14393,"go down  ninety-four, then move thirteen to the left",-13,-94
14394,"go down  seventy-nine, then move forty-four to the left",-44,-79
14395,"go down  forty-seven, then move twenty-six to the left",-26,-47
14396,"go down  ninety, then move ninety-one to the left",-91,-90
14397,"go down  thirty-six, then move sixty-nine to the left",-69,-36
14398,"go down  twenty-six, then move sixty-three to the left",-63,-26
14399,"go down  eighty, then move eighty-one to the left",-81,-80
14400,"go down  nine, then move thirty-two to the left",-32,-9
14401,"go down  ninety-five, then move forty-one to the left",-41,-95
14402,"go down  eighty-four, then move ninety-four to the left",-94,-84
14403,"go down  fifty, then move three to the left",-3,-50
14404,"go down  twenty-eight, then move sixty-five to the left",-65,-28
14405,"go down  twenty-seven, then move seventy to the left",-70,-27
14406,"go down  seventy-five, then move sixty-three to the left",-63,-75
14407,"go down  eighty-five, then move seventy-five to the left",-75,-85
14408,"go down  sixty-six, then move eighty-six to the left",-86,-66
14409,"go down  thirty-two, then move thirty to the left",-30,-32
14410,"go down  seventy-eight, then move fifty-nine to the left",-59,-78
14411,"go down  sixty-four, then move sixty to the left",-60,-64
14412,"go down  ninety-three, then move forty-four to the left",-44,-93
14413,"go down  fifty-nine, then move six to the left",-6,-59
14414,"go down  seventy-six, then move forty-seven to the left",-47,-76
14415,"go down  forty-six, then move forty-eight to the left",-48,-46
14416,"go down  eighty-three, then move three to the left",-3,-83
14417,"go down  fifty-nine, then move twenty-three to the left",-23,-59
14418,"go down  fifteen, then move thirty-four to the left",-34,-15
14419,"go down  twenty-five, then move seventeen to the left",-17,-25
14420,"go down  sixty-eight, then move fifty-one to the left",-51,-68
14421,"go down  forty, then move eighteen to the left",-18,-40
14422,"go down  twenty-two, then move thirty-five to the left",-35,-22
14423,"go down  thirteen, then move sixty-two to the left",-62,-13
14424,"go down  one hundred, then move sixty-eight to the left",-68,-100
14425,"go down  fifty-nine, then move fourteen to the left",-14,-59
14426,"go down  eight, then move ninety-three to the left",-93,-8
14427,"go down  fifty-nine, then move fifty-nine to the left",-59,-59
14428,"go down  thirty-three, then move forty-four to the left",-44,-33
14429,"go down  sixty-nine, then move twenty-seven to the left",-27,-69
14430,"go down  thirty, then move forty-one to the left",-41,-30
14431,"go down  seventy-eight, then move sixty-seven to the left",-67,-78
14432,"go down  fifty-one, then move ninety-one to the left",-91,-51
14433,"go down  twelve, then move eighty-eight to the left",-88,-12
14434,"go down  twenty-four, then move one hundred to the left",-100,-24
14435,"go down  ninety-three, then move seventy-one to the left",-71,-93
14436,"go down  eighty, then move seventy-seven to the left",-77,-80
14437,"go down  eighty-two, then move sixty-one to the left",-61,-82
14438,"go down  seventy-one, then move eighty-six to the left",-86,-71
14439,"go down  forty-four, then move forty-two to the left",-42,-44
14440,"go down  ninety, then move seventy-seven to the left",-77,-90
14441,"go down  twenty-six, then move thirty-nine to the left",-39,-26
14442,"go down  eighty-four, then move seventy-two to the left",-72,-84
14443,"go down  six, then move twenty-three to the left",-23,-6
14444,"go down  forty-two, then move twenty-three to the left",-23,-42
14445,"go down  twenty-three, then move two to the left",-2,-23
14446,"go down  forty-seven, then move sixteen to the left",-16,-47
14447,"go down  eighty-seven, then move ninety-two to the left",-92,-87
14448,"go down  forty-five, then move fifty-five to the left",-55,-45
14449,"go down  sixty-nine, then move sixty-six to the left",-66,-69
14450,"go down  thirty, then move thirty-nine to the left",-39,-30
14451,"go down  twenty-nine, then move twenty-four to the left",-24,-29
14452,"go down  twenty-three, then move two to the left",-2,-23
14453,"go down  sixty-nine, then move ninety-eight to the left",-98,-69
14454,"go down  twenty-nine, then move sixty to the left",-60,-29
14455,"go down  nineteen, then move twenty-nine to the left",-29,-19
14456,"go down  one hundred, then move sixty-six to the left",-66,-100
14457,"go down  fifty-four, then move sixty-four to the left",-64,-54
14458,"go down  thirty-two, then move forty-eight to the left",-48,-32
14459,"go down  twenty-three, then move ten to the left",-10,-23
14460,"go down  eight, then move seventy-six to the left",-76,-8
14461,"go down  thirty-three, then move twenty-four to the left",-24,-33
14462,"go down  fifty-seven, then move ninety to the left",-90,-57
14463,"go down  fifty-two, then move seventy-five to the left",-75,-52
14464,"go down  ninety-one, then move thirty-nine to the left",-39,-91
14465,"go down  ninety-nine, then move sixty-one to the left",-61,-99
14466,"go down  twenty-three, then move twenty-one to the left",-21,-23
14467,"go down  fifty-four, then move seventy-two to the left",-72,-54
14468,"go down  ninety-eight, then move eighty to the left",-80,-98
14469,"go down  eight, then move twenty-two to the left",-22,-8
14470,"go down  twenty-one, then move sixty-five to the left",-65,-21
14471,"go down  fifty-five, then move one hundred to the left",-100,-55
14472,"go down  thirty-six, then move fifty-three to the left",-53,-36
14473,"go down  eight, then move forty-eight to the left",-48,-8
14474,"go down  three, then move four to the left",-4,-3
14475,"go down  sixty-eight, then move sixty-seven to the left",-67,-68
14476,"go down  eighty-eight, then move ninety-nine to the left",-99,-88
14477,"go down  sixty-four, then move sixty-nine to the left",-69,-64
14478,"go down  forty-one, then move thirty-nine to the left",-39,-41
14479,"go down  seventy-six, then move sixty-two to the left",-62,-76
14480,"go down  eighty-five, then move thirty-five to the left",-35,-85
14481,"go down  fifty-two, then move ninety-five to the left",-95,-52
14482,"go down  eighty-two, then move thirty to the left",-30,-82
14483,"go down  seventy-nine, then move eighty-five to the left",-85,-79
14484,"go down  ninety-four, then move seventy-six to the left",-76,-94
14485,"go down  eighty-seven, then move ninety-eight to the left",-98,-87
14486,"go down  eighty-four, then move eighty-six to the left",-86,-84
14487,"go down  ninety-four, then move thirty-four to the left",-34,-94
14488,"go down  seventy-five, then move ninety-one to the left",-91,-75
14489,"go down  eighteen, then move fifty-four to the left",-54,-18
14490,"go down  eighty-one, then move twenty-five to the left",-25,-81
14491,"go down  forty-eight, then move four to the left",-4,-48
14492,"go down  forty-five, then move thirty-three to the left",-33,-45
14493,"go down  two, then move twenty-nine to the left",-29,-2
14494,"go down  twenty-four, then move thirty to the left",-30,-24
14495,"go down  three, then move seventeen to the left",-17,-3
14496,"go down  seventy-five, then move twelve to the left",-12,-75
14497,"go down  ninety-one, then move eighty to the left",-80,-91
14498,"go down  forty-six, then move ten to the left",-10,-46
14499,"go down  eighty, then move eighty to the left",-80,-80
14500,"go down  twenty-five, then move one to the left",-1,-25
14501,"go down  forty-two, then move ninety-eight to the left",-98,-42
14502,"go down  thirty-seven, then move twenty-four to the left",-24,-37
14503,"go down  thirty, then move forty-two to the left",-42,-30
14504,"go down  ninety-four, then move thirty-five to the left",-35,-94
14505,"go down  twenty-one, then move fifty-four to the left",-54,-21
14506,"go down  ninety-six, then move seventy-seven to the left",-77,-96
14507,"go down  ninety-six, then move fifty-six to the left",-56,-96
14508,"go down  seventy-two, then move seven to the left",-7,-72
14509,"go down  one, then move seven to the left",-7,-1
14510,"go down  ninety-two, then move forty-seven to the left",-47,-92
14511,"go down  eighty-four, then move twenty-nine to the left",-29,-84
14512,"go down  forty-four, then move thirty-eight to the left",-38,-44
14513,"go down  seven, then move thirty-two to the left",-32,-7
14514,"go down  eighty-six, then move seventy to the left",-70,-86
14515,"go down  fifty-one, then move one to the left",-1,-51
14516,"go down  thirty-five, then move eighty-four to the left",-84,-35
14517,"go down  one, then move ninety-eight to the left",-98,-1
14518,"go down  forty-five, then move sixty-four to the left",-64,-45
14519,"go down  ninety-seven, then move thirty-seven to the left",-37,-97
14520,"go down  fifty-five, then move eighty-two to the left",-82,-55
14521,"go down  three, then move fifty-three to the left",-53,-3
14522,"go down  fifty-four, then move nine to the left",-9,-54
14523,"go down  ninety-four, then move twenty-three to the left",-23,-94
14524,"go down  seventy-eight, then move ninety-six to the left",-96,-78
14525,"go down  sixty-eight, then move seventy-five to the left",-75,-68
14526,"go down  fifty, then move forty-six to the left",-46,-50
14527,"go down  eighty-three, then move twenty-seven to the left",-27,-83
14528,"go down  nine, then move two to the left",-2,-9
14529,"go down  fifty-eight, then move seventy-two to the left",-72,-58
14530,"go down  sixty-three, then move fifty-four to the left",-54,-63
14531,"go down  twenty-one, then move forty-three to the left",-43,-21
14532,"go down  thirty-seven, then move ninety-five to the left",-95,-37
14533,"go down  fifty-seven, then move ninety-six to the left",-96,-57
14534,"go down  eighty, then move thirty-nine to the left",-39,-80
14535,"go down  eighty-six, then move forty-six to the left",-46,-86
14536,"go down  nineteen, then move sixty-six to the left",-66,-19
14537,"go down  ninety-three, then move sixty-five to the left",-65,-93
14538,"go down  seventy-five, then move eighty-six to the left",-86,-75
14539,"go down  thirteen, then move eighty-six to the left",-86,-13
14540,"go down  forty-five, then move forty-seven to the left",-47,-45
14541,"go down  eighty-five, then move eighty-one to the left",-81,-85
14542,"go down  ninety-two, then move seventy-two to the left",-72,-92
14543,"go down  twenty-one, then move ninety-six to the left",-96,-21
14544,"go down  ten, then move fifty-four to the left",-54,-10
14545,"go down  sixty-one, then move sixty-two to the left",-62,-61
14546,"go down  sixty-seven, then move thirty-three to the left",-33,-67
14547,"go down  eighty-six, then move twenty-one to the left",-21,-86
14548,"go down  ninety-five, then move eleven to the left",-11,-95
14549,"go down  eighty, then move fifty-four to the left",-54,-80
14550,"go down  nineteen, then move ninety-seven to the left",-97,-19
14551,"go down  sixty-one, then move thirty-one to the left",-31,-61
14552,"go down  twenty-five, then move sixty-five to the left",-65,-25
14553,"go down  eighty-eight, then move eighty-eight to the left",-88,-88
14554,"go down  ninety, then move sixty-four to the left",-64,-90
14555,"go down  eighty-three, then move thirteen to the left",-13,-83
14556,"go down  twenty-two, then move fifty-four to the left",-54,-22
14557,"go down  seventy-three, then move ninety-two to the left",-92,-73
14558,"go down  thirty-six, then move three to the left",-3,-36
14559,"go down  sixty-three, then move seventy-eight to the left",-78,-63
14560,"go down  sixty-seven, then move forty-seven to the left",-47,-67
14561,"go down  twenty, then move three to the left",-3,-20
14562,"go down  fifty-six, then move twenty-eight to the left",-28,-56
14563,"go down  thirty-eight, then move seventy-one to the left",-71,-38
14564,"go down  seventy-one, then move sixty-eight to the left",-68,-71
14565,"go down  ninety-nine, then move ninety-five to the left",-95,-99
14566,"go down  ninety-seven, then move ninety-eight to the left",-98,-97
14567,"go down  one, then move five to the left",-5,-1
14568,"go down  thirty-eight, then move sixty-five to the left",-65,-38
14569,"go down  eighty-three, then move fifty to the left",-50,-83
14570,"go down  ninety-seven, then move thirty-six to the left",-36,-97
14571,"go down  one hundred, then move ninety-three to the left",-93,-100
14572,"go down  seventy-seven, then move ninety-four to the left",-94,-77
14573,"go down  seventy-seven, then move ten to the left",-10,-77
14574,"go down  sixteen, then move four to the left",-4,-16
14575,"go down  ninety-eight, then move sixty-one to the left",-61,-98
14576,"go down  twenty-seven, then move ninety-eight to the left",-98,-27
14577,"go down  eighty-seven, then move sixteen to the left",-16,-87
14578,"go down  twenty-four, then move sixty-nine to the left",-69,-24
14579,"go down  thirty-three, then move four to the left",-4,-33
14580,"go down  fifteen, then move eighty to the left",-80,-15
14581,"go down  eighty-five, then move fifty-nine to the left",-59,-85
14582,"go down  twenty-six, then move seventy-one to the left",-71,-26
14583,"go down  ninety-seven, then move ten to the left",-10,-97
14584,"go down  ninety-one, then move eighteen to the left",-18,-91
14585,"go down  fifty-five, then move twenty to the left",-20,-55
14586,"go down  forty-six, then move ninety-nine to the left",-99,-46
14587,"go down  fifty-seven, then move fifty-six to the left",-56,-57
14588,"go down  fifty-three, then move eighty-three to the left",-83,-53
14589,"go down  four, then move forty-five to the left",-45,-4
14590,"go down  eighty-three, then move four to the left",-4,-83
14591,"go down  eighty-nine, then move eighty-two to the left",-82,-89
14592,"go down  ninety-nine, then move ninety-four to the left",-94,-99
14593,"go down  six, then move seven to the left",-7,-6
14594,"go down  nineteen, then move ninety-six to the left",-96,-19
14595,"go down  twenty-six, then move seventy-seven to the left",-77,-26
14596,"go down  ninety-eight, then move one hundred to the left",-100,-98
14597,"go down  sixty-one, then move ninety-two to the left",-92,-61
14598,"go down  ninety-seven, then move thirty-one to the left",-31,-97
14599,"go down  twenty-five, then move eighty-eight to the left",-88,-25
14600,"go down  sixty-two, then move fifty-five to the left",-55,-62
14601,"go down  seventeen, then move ninety-seven to the left",-97,-17
14602,"go down  twenty-three, then move twelve to the left",-12,-23
14603,"go down  seventy-two, then move twenty to the left",-20,-72
14604,"go down  seventy, then move thirteen to the left",-13,-70
14605,"go down  eighteen, then move five to the left",-5,-18
14606,"go down  eighty-three, then move ninety-two to the left",-92,-83
14607,"go down  eighty-nine, then move forty-two to the left",-42,-89
14608,"go down  sixty-three, then move thirty-seven to the left",-37,-63
14609,"go down  one, then move sixty-five to the left",-65,-1
14610,"go down  sixty-four, then move six to the left",-6,-64
14611,"go down  sixty-seven, then move one hundred to the left",-100,-67
14612,"go down  forty-five, then move seventy-five to the left",-75,-45
14613,"go down  thirty-five, then move ninety-eight to the left",-98,-35
14614,"go down  twenty-seven, then move sixty-one to the left",-61,-27
14615,"go down  ninety-three, then move sixty to the left",-60,-93
14616,"go down  sixty-six, then move ninety-three to the left",-93,-66
14617,"go down  twenty-six, then move seventeen to the left",-17,-26
14618,"go down  twenty-three, then move ninety-two to the left",-92,-23
14619,"go down  seventy-three, then move fifty-five to the left",-55,-73
14620,"go down  thirty, then move seventy-six to the left",-76,-30
14621,"go down  sixty-two, then move twenty-six to the left",-26,-62
14622,"go down  fifty, then move sixty-nine to the left",-69,-50
14623,"go down  fifty-two, then move forty-four to the left",-44,-52
14624,"go down  sixty-nine, then move fifty-four to the left",-54,-69
14625,"go down  ninety-six, then move sixty-one to the left",-61,-96
14626,"go down  forty-nine, then move ninety-nine to the left",-99,-49
14627,"go down  forty, then move seventy-four to the left",-74,-40
14628,"go down  ten, then move two to the left",-2,-10
14629,"go down  ninety-seven, then move twenty-five to the left",-25,-97
14630,"go down  eighteen, then move seventy-five to the left",-75,-18
14631,"go down  twenty-one, then move seven to the left",-7,-21
14632,"go down  fifty-one, then move sixty-nine to the left",-69,-51
14633,"go down  fifty, then move sixty-six to the left",-66,-50
14634,"go down  thirty-four, then move forty-four to the left",-44,-34
14635,"go down  twelve, then move fourteen to the left",-14,-12
14636,"go down  eighty-one, then move thirty-six to the left",-36,-81
14637,"go down  seventy-four, then move three to the left",-3,-74
14638,"go down  eighty, then move seventy-four to the left",-74,-80
14639,"go down  forty-three, then move four to the left",-4,-43
14640,"go down  fifteen, then move eighty-eight to the left",-88,-15
14641,"go down  forty-six, then move nineteen to the left",-19,-46
14642,"go down  seven, then move four to the left",-4,-7
14643,"go down  sixty-eight, then move sixty-four to the left",-64,-68
14644,"go down  fifty-seven, then move ninety-five to the left",-95,-57
14645,"go down  eighty-one, then move eight to the left",-8,-81
14646,"go down  ninety-three, then move twenty-five to the left",-25,-93
14647,"go down  one hundred, then move forty-two to the left",-42,-100
14648,"go down  eight, then move seventy-eight to the left",-78,-8
14649,"go down  sixty-two, then move six to the left",-6,-62
14650,"go down  eighty-nine, then move fifty to the left",-50,-89
14651,"go down  nineteen, then move forty-three to the left",-43,-19
14652,"go down  seventy-nine, then move one hundred to the left",-100,-79
14653,"go down  fifty-four, then move thirteen to the left",-13,-54
14654,"go down  five, then move forty-three to the left",-43,-5
14655,"go down  twenty-one, then move ninety to the left",-90,-21
14656,"go down  thirty-six, then move forty-four to the left",-44,-36
14657,"go down  ninety-four, then move forty-one to the left",-41,-94
14658,"go down  ninety-nine, then move thirty-eight to the left",-38,-99
14659,"go down  ninety-two, then move thirty-nine to the left",-39,-92
14660,"go down  ninety-five, then move sixty-five to the left",-65,-95
14661,"go down  twenty, then move forty-six to the left",-46,-20
14662,"go down  forty-three, then move seven to the left",-7,-43
14663,"go down  forty-seven, then move ninety-four to the left",-94,-47
14664,"go down  forty-five, then move seven to the left",-7,-45
14665,"go down  sixty-nine, then move ninety-seven to the left",-97,-69
14666,"go down  forty-nine, then move eighty-nine to the left",-89,-49
14667,"go down  seventy-five, then move two to the left",-2,-75
14668,"go down  ten, then move thirty-two to the left",-32,-10
14669,"go down  ninety-one, then move ninety-six to the left",-96,-91
14670,"go down  twenty-three, then move eighteen to the left",-18,-23
14671,"go down  seventy-seven, then move thirty-nine to the left",-39,-77
14672,"go down  eighty-one, then move ninety-one to the left",-91,-81
14673,"go down  sixty-two, then move thirty-one to the left",-31,-62
14674,"go down  seventy-five, then move two to the left",-2,-75
14675,"go down  eleven, then move twenty-six to the left",-26,-11
14676,"go down  seventy, then move twenty-three to the left",-23,-70
14677,"go down  nine, then move seven to the left",-7,-9
14678,"go down  fifty-six, then move sixty-nine to the left",-69,-56
14679,"go down  fifty-four, then move fifteen to the left",-15,-54
14680,"go down  twenty-nine, then move ninety-one to the left",-91,-29
14681,"go down  forty-nine, then move ninety-one to the left",-91,-49
14682,"go down  thirty-three, then move thirty-four to the left",-34,-33
14683,"go down  thirty-two, then move ninety-six to the left",-96,-32
14684,"go down  seventy-seven, then move ninety to the left",-90,-77
14685,"go down  fifty-six, then move ninety-two to the left",-92,-56
14686,"go down  eighty-eight, then move twelve to the left",-12,-88
14687,"go down  thirty-seven, then move six to the left",-6,-37
14688,"go down  forty-four, then move sixty-four to the left",-64,-44
14689,"go down  seventy-seven, then move three to the left",-3,-77
14690,"go down  ninety, then move sixty-nine to the left",-69,-90
14691,"go down  ninety-one, then move thirty-two to the left",-32,-91
14692,"go down  sixty-two, then move sixty-two to the left",-62,-62
14693,"go down  thirty-six, then move seven to the left",-7,-36
14694,"go down  fourteen, then move thirty-three to the left",-33,-14
14695,"go down  sixty-two, then move thirty-eight to the left",-38,-62
14696,"go down  two, then move eighty-seven to the left",-87,-2
14697,"go down  forty-one, then move sixty-seven to the left",-67,-41
14698,"go down  three, then move seventy-eight to the left",-78,-3
14699,"go down  thirty-three, then move three to the left",-3,-33
14700,"go down  eighty-nine, then move fourteen to the left",-14,-89
14701,"go down  eighty-three, then move eighty-two to the left",-82,-83
14702,"go down  ninety-six, then move fifty-seven to the left",-57,-96
14703,"go down  eighteen, then move ninety-three to the left",-93,-18
14704,"go down  sixty-four, then move eighty-three to the left",-83,-64
14705,"go down  forty-six, then move seven to the left",-7,-46
14706,"go down  forty-three, then move eighty to the left",-80,-43
14707,"go down  seventy-one, then move sixty-nine to the left",-69,-71
14708,"go down  seventy-three, then move fifty-nine to the left",-59,-73
14709,"go down  sixty-two, then move thirty-five to the left",-35,-62
14710,"go down  fourteen, then move sixty-two to the left",-62,-14
14711,"go down  sixty-one, then move thirty-three to the left",-33,-61
14712,"go down  sixty-seven, then move twenty-six to the left",-26,-67
14713,"go down  twelve, then move ninety to the left",-90,-12
14714,"go down  twenty-eight, then move sixty-one to the left",-61,-28
14715,"go down  forty-six, then move fourteen to the left",-14,-46
14716,"go down  sixty-seven, then move sixty to the left",-60,-67
14717,"go down  thirty-two, then move twenty to the left",-20,-32
14718,"go down  sixty-two, then move seventy-six to the left",-76,-62
14719,"go down  fifty-five, then move eighty to the left",-80,-55
14720,"go down  fifty-six, then move ninety to the left",-90,-56
14721,"go down  ninety-three, then move ninety-eight to the left",-98,-93
14722,"go down  thirty-one, then move forty-four to the left",-44,-31
14723,"go down  one, then move forty-three to the left",-43,-1
14724,"go down  sixty, then move forty-eight to the left",-48,-60
14725,"go down  seventy-seven, then move forty-one to the left",-41,-77
14726,"go down  thirty-two, then move seventy to the left",-70,-32
14727,"go down  twenty-nine, then move fifteen to the left",-15,-29
14728,"go down  eighty-six, then move eighty-nine to the left",-89,-86
14729,"go down  twenty-two, then move seven to the left",-7,-22
14730,"go down  fifty-seven, then move five to the left",-5,-57
14731,"go down  ninety-eight, then move sixty-seven to the left",-67,-98
14732,"go down  eighty-eight, then move seventy-six to the left",-76,-88
14733,"go down  fifty-six, then move sixty-six to the left",-66,-56
14734,"go down  thirty-nine, then move seventy-two to the left",-72,-39
14735,"go down  sixty-seven, then move thirty-four to the left",-34,-67
14736,"go down  sixty-two, then move seventy-seven to the left",-77,-62
14737,"go down  sixty-one, then move seventy-two to the left",-72,-61
14738,"go down  fourteen, then move ninety-seven to the left",-97,-14
14739,"go down  two, then move eighty-nine to the left",-89,-2
14740,"go down  fifty-four, then move eighty-five to the left",-85,-54
14741,"go down  fifty-three, then move forty-one to the left",-41,-53
14742,"go down  fifteen, then move forty-eight to the left",-48,-15
14743,"go down  fourteen, then move eighty-seven to the left",-87,-14
14744,"go down  fourteen, then move thirty-two to the left",-32,-14
14745,"go down  forty-nine, then move forty-four to the left",-44,-49
14746,"go down  fifty-two, then move thirty to the left",-30,-52
14747,"go down  thirty-nine, then move sixty-nine to the left",-69,-39
14748,"go down  twenty-seven, then move seventy-three to the left",-73,-27
14749,"go down  sixty-seven, then move eighty-six to the left",-86,-67
14750,"go down  eleven, then move sixty-seven to the left",-67,-11
14751,"go down  thirty-six, then move ninety-five to the left",-95,-36
14752,"go down  thirty-six, then move sixty-nine to the left",-69,-36
14753,"go down  ninety-three, then move fifty-eight to the left",-58,-93
14754,"go down  eight, then move thirty-nine to the left",-39,-8
14755,"go down  sixty-five, then move eighteen to the left",-18,-65
14756,"go down  ninety-four, then move sixty-two to the left",-62,-94
14757,"go down  three, then move fifty-eight to the left",-58,-3
14758,"go down  one, then move ninety to the left",-90,-1
14759,"go down  ninety-four, then move sixty-two to the left",-62,-94
14760,"go down  seven, then move twelve to the left",-12,-7
14761,"go down  thirty-six, then move thirty-one to the left",-31,-36
14762,"go down  ninety-five, then move thirty-one to the left",-31,-95
14763,"go down  forty, then move eight to the left",-8,-40
14764,"go down  seventy-three, then move sixty-four to the left",-64,-73
14765,"go down  eleven, then move eight to the left",-8,-11
14766,"go down  ninety-four, then move thirty-seven to the left",-37,-94
14767,"go down  twenty-six, then move twenty-eight to the left",-28,-26
14768,"go down  fifty, then move twelve to the left",-12,-50
14769,"go down  twenty-eight, then move sixty-nine to the left",-69,-28
14770,"go down  thirteen, then move ninety-one to the left",-91,-13
14771,"go down  twenty-four, then move thirteen to the left",-13,-24
14772,"go down  thirteen, then move ninety to the left",-90,-13
14773,"go down  eighty-four, then move eighty to the left",-80,-84
14774,"go down  ninety-one, then move eighty-six to the left",-86,-91
14775,"go down  sixty-nine, then move ninety-three to the left",-93,-69
14776,"go down  ninety-two, then move twenty-six to the left",-26,-92
14777,"go down  ninety, then move sixty-seven to the left",-67,-90
14778,"go down  thirty-two, then move twenty-four to the left",-24,-32
14779,"go down  twenty-nine, then move fifty-two to the left",-52,-29
14780,"go down  thirteen, then move ninety-nine to the left",-99,-13
14781,"go down  eighty-one, then move seventeen to the left",-17,-81
14782,"go down  fifty-three, then move twenty-seven to the left",-27,-53
14783,"go down  eighty-three, then move fifty-four to the left",-54,-83
14784,"go down  ninety-four, then move fifty-two to the left",-52,-94
14785,"go down  fifty-four, then move sixteen to the left",-16,-54
14786,"go down  seven, then move thirty-five to the left",-35,-7
14787,"go down  twenty-eight, then move sixty to the left",-60,-28
14788,"go down  fifty-five, then move twenty-nine to the left",-29,-55
14789,"go down  nine, then move fourteen to the left",-14,-9
14790,"go down  ninety-one, then move one hundred to the left",-100,-91
14791,"go down  sixty-three, then move ninety-two to the left",-92,-63
14792,"go down  eighty-four, then move thirty-nine to the left",-39,-84
14793,"go down  twenty-four, then move ten to the left",-10,-24
14794,"go down  two, then move forty-eight to the left",-48,-2
14795,"go down  twenty-two, then move forty-six to the left",-46,-22
14796,"go down  thirteen, then move one to the left",-1,-13
14797,"go down  four, then move thirty-six to the left",-36,-4
14798,"go down  thirty-five, then move eighteen to the left",-18,-35
14799,"go down  fifty-five, then move three to the left",-3,-55
14800,"go down  six, then move twenty-nine to the left",-29,-6
14801,"go down  eighty, then move ninety to the left",-90,-80
14802,"go down  twenty-six, then move seven to the left",-7,-26
14803,"go down  fourteen, then move twelve to the left",-12,-14
14804,"go down  thirty-seven, then move fifty-six to the left",-56,-37
14805,"go down  one, then move sixty-seven to the left",-67,-1
14806,"go down  fifty-five, then move eleven to the left",-11,-55
14807,"go down  seventy-two, then move eighty-four to the left",-84,-72
14808,"go down  thirty-two, then move forty-two to the left",-42,-32
14809,"go down  sixty-three, then move twenty-six to the left",-26,-63
14810,"go down  thirty, then move thirty-one to the left",-31,-30
14811,"go down  sixty-nine, then move sixty-four to the left",-64,-69
14812,"go down  eighty-one, then move forty-two to the left",-42,-81
14813,"go down  seventy, then move forty-two to the left",-42,-70
14814,"go down  sixty-three, then move sixty-two to the left",-62,-63
14815,"go down  thirty-five, then move forty-seven to the left",-47,-35
14816,"go down  fifty-one, then move forty-six to the left",-46,-51
14817,"go down  forty, then move thirty-three to the left",-33,-40
14818,"go down  thirty-seven, then move fifty-three to the left",-53,-37
14819,"go down  one hundred, then move sixty-four to the left",-64,-100
14820,"go down  seventy-one, then move seventy-seven to the left",-77,-71
14821,"go down  sixty-nine, then move fifty to the left",-50,-69
